交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/10/26,TXO,201812  ,12800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,12900.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,12900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,12900.0000,賣權,-,-,-,-,0,3490,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,12900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13000.0000,買權,-,-,-,-,0,0.1,172,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13000.0000,賣權,-,-,-,-,0,3590,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13100.0000,買權,-,-,-,-,0,0.1,1,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13100.0000,賣權,-,-,-,-,0,3690,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13200.0000,買權,1.1,1.1,1,1.1,125,0.1,1741,0.1,50,16,1,,一般,
2018/10/26,TXO,201812  ,13200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13200.0000,賣權,-,-,-,-,0,3790,8,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13300.0000,買權,-,-,-,-,0,0.1,1,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13300.0000,賣權,-,-,-,-,0,3890,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13400.0000,買權,0.8,0.8,0.8,0.8,25,0.1,4382,0.1,50,13,0.8,,一般,
2018/10/26,TXO,201812  ,13400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13400.0000,賣權,-,-,-,-,0,3990,21,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13500.0000,買權,-,-,-,-,0,0.1,75,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13500.0000,賣權,-,-,-,-,0,4090,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13600.0000,買權,0.8,0.8,0.6,0.6,90,0.1,6954,0.4,2,5.4,0.5,,一般,
2018/10/26,TXO,201812  ,13600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201812  ,13600.0000,賣權,-,-,-,-,0,4190,0,-,-,-,-,,一般,
2018/10/26,TXO,201812  ,13600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8000.0000,買權,-,-,-,-,0,1470,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8000.0000,賣權,64,78,64,70,7,70,6,28.5,76,78,64,,一般,
2018/10/26,TXO,201901  ,8100.0000,買權,-,-,-,-,0,1380,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8100.0000,賣權,79,79,77,77,11,77,11,60,685,79,77,,一般,
2018/10/26,TXO,201901  ,8200.0000,買權,-,-,-,-,0,1300,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8200.0000,賣權,82,104,82,95,13,95,83,49.5,109,104,77,,一般,
2018/10/26,TXO,201901  ,8200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8300.0000,買權,-,-,-,-,0,1210,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8300.0000,賣權,110,110,108,108,2,103,17,49.5,103,110,56,,一般,
2018/10/26,TXO,201901  ,8300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8400.0000,買權,-,-,-,-,0,1120,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8400.0000,賣權,95,122,95,114,6,114,144,56,166,122,54,,一般,
2018/10/26,TXO,201901  ,8400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8500.0000,買權,-,-,-,-,0,1030,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8500.0000,賣權,107,144,103,129,36,129,119,51,179,144,68,,一般,
2018/10/26,TXO,201901  ,8500.0000,賣權,107,107,107,107,1,-,-,61,300,124,68,,盤後,
2018/10/26,TXO,201901  ,8600.0000,買權,-,-,-,-,0,950,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8600.0000,賣權,120,150,120,149,5,149,261,64,168,150,65,,一般,
2018/10/26,TXO,201901  ,8600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8700.0000,買權,-,-,-,-,0,880,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8700.0000,賣權,-,-,-,-,0,165,135,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8800.0000,買權,-,-,-,-,0,780,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8800.0000,賣權,146,191,146,181,6,181,79,146,995,198,91,,一般,
2018/10/26,TXO,201901  ,8800.0000,賣權,149,149,149,149,1,-,-,72,1000,198,91,,盤後,
2018/10/26,TXO,201901  ,8900.0000,買權,-,-,-,-,0,710,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,8900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,8900.0000,賣權,176,217,174,206,7,206,14,115,236,217,100,,一般,
2018/10/26,TXO,201901  ,8900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9000.0000,買權,-,-,-,-,0,625,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9000.0000,賣權,207,243,207,225,22,225,589,219,238,243,109,,一般,
2018/10/26,TXO,201901  ,9000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9100.0000,買權,-,-,-,-,0,555,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9100.0000,賣權,225,225,225,225,10,256,178,246,266,242,120,,一般,
2018/10/26,TXO,201901  ,9100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9200.0000,買權,-,-,-,-,0,485,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9200.0000,賣權,255,298,255,280,95,280,120,275,304,298,140,,一般,
2018/10/26,TXO,201901  ,9200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9300.0000,買權,440,440,440,440,1,425,1,410,440,440,440,,一般,
2018/10/26,TXO,201901  ,9300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9300.0000,賣權,288,292,288,292,6,319,9,311,327,310,155,,一般,
2018/10/26,TXO,201901  ,9300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9400.0000,買權,431,431,350,350,11,377,2,348,378,431,350,,一般,
2018/10/26,TXO,201901  ,9400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9400.0000,賣權,320,383,320,383,35,371,103,363,379,383,177,,一般,
2018/10/26,TXO,201901  ,9400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9500.0000,買權,321,321,321,321,1,321,21,293,323,610,321,,一般,
2018/10/26,TXO,201901  ,9500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9500.0000,賣權,361,437,361,400,5,415,587,409,423,437,231,,一般,
2018/10/26,TXO,201901  ,9500.0000,賣權,357,357,357,357,1,-,-,198,366,404,231,,盤後,
2018/10/26,TXO,201901  ,9600.0000,買權,-,-,-,-,0,261,48,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9600.0000,賣權,-,-,-,-,0,455,342,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9700.0000,買權,205,219,205,219,2,219,1,204,222,494,205,,一般,
2018/10/26,TXO,201901  ,9700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9700.0000,賣權,505,560,505,560,7,515,11,500,530,560,279,,一般,
2018/10/26,TXO,201901  ,9700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9800.0000,買權,168,168,168,168,1,168,2,165,185,432,168,,一般,
2018/10/26,TXO,201901  ,9800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9800.0000,賣權,-,-,-,-,0,560,180,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9900.0000,買權,161,161,124,134,16,134,18,132,152,359,124,,一般,
2018/10/26,TXO,201901  ,9900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,9900.0000,賣權,-,-,-,-,0,625,5,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,9900.0000,賣權,585,585,570,570,2,-,-,323,-,630,338,,盤後,
2018/10/26,TXO,201901  ,10000.0000,買權,111,114,100,114,13,114,42,103,123,297,100,,一般,
2018/10/26,TXO,201901  ,10000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10000.0000,賣權,730,730,730,730,1,705,3,700,730,730,394,,一般,
2018/10/26,TXO,201901  ,10000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10100.0000,買權,109,109,81,81,5,81,63,60,128,245,81,,一般,
2018/10/26,TXO,201901  ,10100.0000,買權,109,109,109,109,2,-,-,58,-,245,102,,盤後,
2018/10/26,TXO,201901  ,10100.0000,賣權,-,-,-,-,0,775,4,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10200.0000,買權,81,81,69,69,8,69,27,36.5,138,201,69,,一般,
2018/10/26,TXO,201901  ,10200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10200.0000,賣權,-,-,-,-,0,860,5,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10300.0000,買權,65,65,46,46,10,49,266,49,73,160,46,,一般,
2018/10/26,TXO,201901  ,10300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10300.0000,賣權,-,-,-,-,0,940,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10400.0000,買權,54,54,41,41,7,41,19,39,99,135,30,,一般,
2018/10/26,TXO,201901  ,10400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10400.0000,賣權,-,-,-,-,0,1030,20,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10500.0000,買權,39,39,28,32,11,32,562,21,33,109,28,,一般,
2018/10/26,TXO,201901  ,10500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10500.0000,賣權,-,-,-,-,0,1120,1,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10600.0000,買權,19.5,24.5,19.5,24.5,3,24.5,47,9.8,81,83,19.5,,一般,
2018/10/26,TXO,201901  ,10600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10600.0000,賣權,-,-,-,-,0,1220,1,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10700.0000,買權,22,22,19.5,19.5,15,19.5,30,10,73,59,19.5,,一般,
2018/10/26,TXO,201901  ,10700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10700.0000,賣權,-,-,-,-,0,1310,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10800.0000,買權,-,-,-,-,0,16.5,26,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10800.0000,賣權,-,-,-,-,0,1410,1,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10900.0000,買權,-,-,-,-,0,14,11,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,10900.0000,賣權,-,-,-,-,0,1510,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,10900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11000.0000,買權,-,-,-,-,0,11,404,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11000.0000,賣權,-,-,-,-,0,1610,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11100.0000,買權,8.8,8.8,8.8,8.8,3,9.4,12,0.7,39.5,22,8.8,,一般,
2018/10/26,TXO,201901  ,11100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11100.0000,賣權,-,-,-,-,0,1710,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11200.0000,買權,-,-,-,-,0,8.2,45,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11200.0000,賣權,-,-,-,-,0,1800,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11300.0000,買權,-,-,-,-,0,7.2,43,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11300.0000,賣權,-,-,-,-,0,1900,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11400.0000,買權,6,6,6,6,1,6,19,0.3,56,11,0.3,,一般,
2018/10/26,TXO,201901  ,11400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11400.0000,賣權,-,-,-,-,0,2000,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11500.0000,買權,5.2,5.9,5.2,5.9,31,5.9,24,1,8.9,9.1,5.2,,一般,
2018/10/26,TXO,201901  ,11500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201901  ,11500.0000,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般,
2018/10/26,TXO,201901  ,11500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,7600.0000,買權,-,-,-,-,0,1850,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,7600.0000,賣權,64,85,63,80,55,80,27,72,86,85,63,,一般,
2018/10/26,TXO,201903  ,7800.0000,買權,-,-,-,-,0,1670,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,7800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,7800.0000,賣權,78,99,78,95,130,95,200,93,95,99,44,,一般,
2018/10/26,TXO,201903  ,7800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8000.0000,買權,-,-,-,-,0,1490,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,8000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8000.0000,賣權,96,124,92,105,546,114,315,112,115,130,49,,一般,
2018/10/26,TXO,201903  ,8000.0000,賣權,90,90,90,90,1,-,-,79,1000,130,49,,盤後,
2018/10/26,TXO,201903  ,8200.0000,買權,-,-,-,-,0,1300,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,8200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8200.0000,賣權,116,150,116,130,509,130,653,113,138,150,41,,一般,
2018/10/26,TXO,201903  ,8200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8400.0000,買權,-,-,-,-,0,1140,1,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,8400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8400.0000,賣權,143,179,142,167,111,167,2030,148,168,179,27,,一般,
2018/10/26,TXO,201903  ,8400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8600.0000,買權,-,-,-,-,0,980,3,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,8600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8600.0000,賣權,175,221,175,207,40,207,1068,196,213,221,32,,一般,
2018/10/26,TXO,201903  ,8600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8800.0000,買權,-,-,-,-,0,825,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,8800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,8800.0000,賣權,212,264,212,248,21,248,1107,241,255,264,38,,一般,
2018/10/26,TXO,201903  ,8800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9000.0000,買權,-,-,-,-,0,680,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,9000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9000.0000,賣權,256,318,256,290,288,304,1083,292,315,318,42.5,,一般,
2018/10/26,TXO,201903  ,9000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9200.0000,買權,-,-,-,-,0,545,11,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,9200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9200.0000,賣權,375,380,355,355,102,367,1285,362,371,380,49,,一般,
2018/10/26,TXO,201903  ,9200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9400.0000,買權,412,423,388,423,9,409,57,395,422,1790,388,,一般,
2018/10/26,TXO,201903  ,9400.0000,買權,460,460,460,460,3,-,-,117,-,1790,460,,盤後,
2018/10/26,TXO,201903  ,9400.0000,賣權,420,457,420,434,4,434,1658,432,464,457,63,,一般,
2018/10/26,TXO,201903  ,9400.0000,賣權,400,401,400,401,2,-,-,227,-,415,63,,盤後,
2018/10/26,TXO,201903  ,9600.0000,買權,320,327,302,316,5,316,77,295,323,1410,302,,一般,
2018/10/26,TXO,201903  ,9600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9600.0000,賣權,490,585,490,585,22,540,672,530,555,585,74,,一般,
2018/10/26,TXO,201903  ,9600.0000,賣權,480,480,480,480,1,-,-,450,-,550,74,,盤後,
2018/10/26,TXO,201903  ,9800.0000,買權,265,275,227,234,8,234,116,215,236,1220,227,,一般,
2018/10/26,TXO,201903  ,9800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,9800.0000,賣權,675,705,655,655,3,655,686,645,670,705,91,,一般,
2018/10/26,TXO,201903  ,9800.0000,賣權,590,590,590,590,1,-,-,345,-,630,91,,盤後,
2018/10/26,TXO,201903  ,10000.0000,買權,200,200,148,155,30,155,472,147,171,1050,148,,一般,
2018/10/26,TXO,201903  ,10000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10000.0000,賣權,710,770,710,770,4,770,968,780,800,790,115,,一般,
2018/10/26,TXO,201903  ,10000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10200.0000,買權,132,132,98,111,22,111,638,101,117,875,98,,一般,
2018/10/26,TXO,201903  ,10200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10200.0000,賣權,990,990,920,920,5,930,1513,925,950,990,147,,一般,
2018/10/26,TXO,201903  ,10200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10400.0000,買權,90,90,67,74,17,74,1444,67,80,740,67,,一般,
2018/10/26,TXO,201903  ,10400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10400.0000,賣權,1050,1050,1050,1050,1,1090,809,1090,1110,1070,185,,一般,
2018/10/26,TXO,201903  ,10400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10600.0000,買權,52,52,45,52,33,52,224,49,101,610,45,,一般,
2018/10/26,TXO,201903  ,10600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10600.0000,賣權,-,-,-,-,0,1270,218,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,10600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10800.0000,買權,30,34.5,30,34.5,12,34.5,107,32,84,525,30,,一般,
2018/10/26,TXO,201903  ,10800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,10800.0000,賣權,-,-,-,-,0,1450,72,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,10800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11000.0000,買權,28,28,21,21,34,23.5,916,23.5,75,391,21,,一般,
2018/10/26,TXO,201903  ,11000.0000,買權,30.5,30.5,30.5,30.5,1,-,-,21.5,52,391,24,,盤後,
2018/10/26,TXO,201903  ,11000.0000,賣權,-,-,-,-,0,1640,26,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,11000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11200.0000,買權,18.5,18.5,17,17,20,17,503,10.5,18.5,300,17,,一般,
2018/10/26,TXO,201903  ,11200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11200.0000,賣權,-,-,-,-,0,1830,11,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,11200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11400.0000,買權,14.5,14.5,13.5,14,215,14,1592,13.5,14,225,13.5,,一般,
2018/10/26,TXO,201903  ,11400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11400.0000,賣權,-,-,-,-,0,2030,26,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,11400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11600.0000,買權,11,11.5,10,11.5,13,11.5,400,1.1,61,162,4.7,,一般,
2018/10/26,TXO,201903  ,11600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11600.0000,賣權,-,-,-,-,0,2230,18,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,11600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,11800.0000,買權,9.1,9.1,8.6,8.7,3,8.7,928,7,57,113,8.6,,一般,
2018/10/26,TXO,201903  ,11800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
